-0.16735,7.6274,1.2061,-3.6241,0
3.9994,0.90427,1.1693,1.6892,0
2.3952,9.5083,-3.1783,-3.0086,0
2.4287,9.3821,-3.2477,-1.4543,0
4.2134,-2.806,2.0116,0.67412,0
1.6472,0.48213,4.7449,1.225,0
0.3798,0.7098,0.7572,-0.4444,0
1.0135,8.4551,-1.672,-2.0815,0
4.988,7.2052,-3.2846,-1.1608,0
2.483,6.6155,-0.79287,-0.90863,0
1.594,4.7055,1.3758,0.081882,0
3.8496,9.7939,-4.1508,-4.4582,0
0.9297,-3.7971,4.6429,-0.2957,0
4.9342,2.4107,-0.17594,1.6245,0
5.2756,0.13863,0.12138,1.1435,0
3.4312,6.2637,-1.9513,-0.36165,0
1.9265,7.7557,-0.16823,-3.0771,0
0.3223,-0.89808,8.0883,0.69222,0
1.1315,7.9212,1.093,-2.8444,0
2.8237,2.8597,0.19678,0.57196,0
1.9321,6.0423,0.26019,-2.053,0
3.0632,-3.3315,5.1305,0.8267,0
-1.8411,10.8306,2.769,-3.0901,0
3.8644,3.7061,0.70403,0.35214,0
1.2999,2.5762,2.0107,-0.18967,0
3.7635,2.7811,0.66119,0.34179,0
-2.6479,10.1374,-1.331,-5.4707,0
5.7456,10.1808,-4.7857,-4.3366,0
-0.278,8.1881,-3.1338,-2.5276,0
0.56953,7.6294,1.5754,-3.2233,0
3.4626,-4.449,3.5427,0.15429,0
3.3951,1.1484,2.1401,2.0862,0
5.0429,-0.52974,0.50439,1.106,0
1.8384,6.063,0.54723,0.51248,0
2.0153,0.43661,4.5864,-0.3151,0
6.8248,5.2187,-2.5425,0.5461,0
1.8967,-2.5163,2.8093,-0.79742,0
2.1526,-6.1665,8.0831,-0.34355,0
3.3004,7.0811,-1.3258,0.22283,0
0.94225,5.8561,1.8762,-0.32544,0
0.38251,6.8121,1.8128,-0.61251,0
2.9571,-4.5938,5.9068,0.57196,0
4.6439,-3.3729,2.5976,0.55257,0
3.3577,-4.3062,6.0241,0.18274,0
3.5127,2.9073,1.0579,0.40774,0
1.04,-6.9321,8.2888,-1.2991,0
2.1881,2.7356,1.3278,-0.1832,0
4.2756,-2.6528,2.1375,0.94437,0
2.3164,-2.628,3.1529,-0.08622,0
-1.8348,11.0334,3.1863,-4.8888,0
3.4465,2.9508,1.0271,0.5461,0
4.0715,7.6398,-2.0824,-1.1698,0
0.76163,5.8209,1.1959,-0.64613,0
0.74054,0.36625,2.1992,0.48403,0
0.49571,10.2243,-1.097,-4.0159,0
3.2403,-3.7082,5.2804,0.41291,0
3.9166,10.2491,-4.0926,-4.4659,0
5.591,10.4643,-4.3839,-4.3379,0
3.7522,-3.6978,3.9943,1.3051,0
5.1731,3.9606,-1.983,0.40774,0
2.4012,1.6223,3.0312,0.71679,0
1.7257,-4.4697,8.2219,-1.8073,0
4.7965,6.9859,-1.9967,-0.35001,0
4.0962,10.1891,-3.9323,-4.1827,0
2.5559,3.3605,2.0321,0.26809,0
3.4916,8.5709,-3.0326,-0.59182,0
1.7748,-0.76978,5.5854,1.3039,0
4.8451,8.1116,-2.9512,-1.4724,0
1.0182,9.109,-0.62064,-1.7129,0
-2.7143,11.4535,2.1092,-3.9629,0
3.5358,6.7086,-0.81857,0.47886,0
1.8216,-6.4748,8.0514,-0.41855,0
-2.4473,12.6247,0.73573,-7.6612,0
4.7926,1.7071,-0.051701,1.4926,0
0.88298,0.66009,6.0096,-0.43277,0
4.0422,-4.391,4.7466,1.137,0
3.1541,-5.1711,6.5991,0.57455,0
2.3969,0.23589,4.8477,1.437,0
3.931,1.8541,-0.023425,1.2314,0
0.01727,8.693,1.3989,-3.9668,0
3.2414,0.40971,1.4015,1.1952,0
2.2504,3.5757,0.35273,0.2836,0
-1.6677,-7.1535,7.8929,0.96765,1
-3.5681,-8.213,10.083,0.96765,1
-2.2804,-0.30626,1.3347,1.3763,1
-1.7582,2.7397,-2.5323,-2.234,1
-0.89409,3.1991,-1.8219,-2.9452,1
0.3434,0.12415,-0.28733,0.14654,1
-0.9854,-6.661,5.8245,0.5461,1
-0.77461,-1.8768,2.4023,1.1319,1
-1.8187,-9.0366,9.0162,-0.12243,1
-3.5801,-12.9309,13.1779,-2.5677,1
-1.8219,-6.8824,5.4681,0.057313,1
-3.1366,0.42212,2.6225,-0.064238,1
-2.5754,-5.6574,6.103,0.65214,1
1.296,4.2855,-4.8457,-2.9013,1
0.25943,5.0097,-5.0394,-6.3862,1
-5.873,9.1752,-0.27448,-6.0422,1
-3.4605,2.6901,0.16165,-1.0224,1
0.59823,3.5012,-3.9795,-1.7841,1
-0.77995,3.2322,-3.282,-3.1004,1
-1.9423,0.3766,-1.2898,-0.82458,1
-0.75793,2.5349,-3.0464,-1.2629,1
-0.95403,1.9824,-2.3163,-1.1957,1
-2.2173,1.4671,-0.72689,-1.1724,1
-2.799,1.9679,-0.42357,-2.1125,1
-3.2854,4.0372,-0.45356,-1.8228,1
-0.56877,1.4174,-1.4252,-1.1246,1
-2.3518,-4.8359,6.6479,-0.060358,1
-4.4861,-13.2889,17.3087,-3.2194,1
-4.3876,-7.7267,11.9655,-1.4543,1
-1.0112,2.9984,-1.1664,-1.6185,1
0.030219,-1.0512,1.4024,0.77369,1
-1.3066,0.25244,0.7623,1.7758,1
-1.6637,3.2881,-2.2701,-2.2224,1
-0.55008,2.8659,-1.6488,-2.4319,1
0.21431,-0.69529,0.87711,0.29653,1
-5.2406,6.6258,-0.19908,-6.8607,1
-1.4446,2.1438,-0.47241,-1.6677,1
-0.65767,-2.8018,3.7115,0.99739,1
-1.5449,-10.1498,9.6152,-1.2332,1
-2.8957,-12.0205,11.9149,-2.7552,1
-0.81479,-5.7381,4.3919,0.3211,1
0.50225,0.65388,-1.1793,0.39998,1
0.74521,3.6357,-4.4044,-4.1414,1
-2.9146,4.0537,-0.45699,-4.0327,1
-1.786,-8.1157,7.0858,-1.2112,1
-1.7322,-9.2828,7.719,-1.7168,1
-1.749,-6.332,6.0987,0.14266,1
-0.539,-5.167,3.4399,0.052141,1
1.5631,0.89599,-1.9702,0.65472,1
2.3917,4.5565,-4.9888,-2.8987,1
-1.4174,-2.2535,1.518,0.61981,1
0.4283,-0.94981,-1.0731,0.3211,1
1.5904,2.2121,-3.1183,-0.11725,1
1.7425,3.6833,-4.0129,-1.7207,1
-0.23356,3.2405,-3.0669,-2.7784,1
-3.6227,3.9958,-0.35845,-3.9047,1
-6.1536,7.9295,0.61663,-3.2646,1
-3.9172,2.6652,0.78886,-0.7819,1
-2.2214,-0.23798,0.56008,0.05602,1
-0.49241,0.89392,-1.6283,-0.56854,1
0.26517,2.4066,-2.8416,-0.59958,1
-2.0529,3.8385,-0.79544,-1.2138,1
-1.7279,-6.841,8.9494,0.68058,1
-3.3793,-13.7731,17.9274,-2.0323,1
-3.1273,-7.1121,11.3897,-0.083634,1
-2.121,-0.05588,1.949,1.353,1
-1.7697,3.4329,-1.2144,-2.3789,1
-1.682,-6.8121,7.1398,1.3323,1
-3.1158,-8.6289,10.4403,0.97153,1
-2.0891,-0.48422,1.704,1.7435,1
-1.6936,2.7852,-2.1835,-1.9276,1
-1.2846,3.2715,-1.7671,-3.2608,1
-1.0292,-6.3879,5.5255,0.79955,1
-2.2083,-9.1069,8.9991,-0.28406,1
-2.0046,-0.49457,1.333,1.6543,1
-2.5961,-9.349,9.7942,-0.28018,1
-1.5228,-6.4789,5.7568,0.87325,1
-0.49081,2.8452,-3.6436,-3.1004,1
-6.5773,6.8017,0.85483,-7.5344,1
-2.4621,2.7645,-0.62578,-2.8573,1
-1.3995,-1.9162,2.5154,0.59912,1
-2.3221,-9.3304,9.233,-0.79871,1
-3.73,-12.9723,12.9817,-2.684,1
-1.6988,-7.1163,5.7902,0.16723,1
0.33325,3.3108,-4.5081,-4.012,1
-0.36025,-4.449,2.1067,0.94308,1
-2.565,-5.7899,6.0122,0.046968,1
-1.5951,-6.572,4.7689,-0.94354,1
0.7049,0.17174,-1.7859,0.36119,1
1.7331,3.9544,-4.7412,-2.5017,1
0.6818,4.8504,-5.2133,-6.1043,1
-3.8053,2.4273,0.6809,-1.0871,1
-2.1979,-2.1252,1.7151,0.45171,1
0.74067,1.7299,-3.1963,-0.1457,1
-6.9599,8.9931,0.2182,-4.572,1
-4.7462,3.1205,1.075,-1.2966,1
-0.89542,2.0279,-2.3652,-1.2746,1
-2.0754,1.2767,-0.64206,-1.2642,1
-3.2778,1.8023,0.1805,-2.3931,1
-2.2183,-1.254,2.9986,0.36378,1
-3.5895,-6.572,10.5251,-0.16381,1
-5.0477,-5.8023,11.244,-0.3901,1
-4.0218,-8.304,12.555,-1.5099,1
-3.0201,-0.67253,2.7056,0.85774,1
-3.7573,-8.2916,10.3032,0.38059,1
-2.4725,-0.40145,1.4855,1.1189,1
-1.9725,2.8825,-2.3086,-2.3724,1
-2.0149,3.6874,-1.9385,-3.8918,1
-1.7886,-6.3486,5.6154,0.42584,1
-2.9138,-9.4711,9.7668,-0.60216,1
-1.8343,-6.5907,5.6429,0.54998,1
-0.70346,2.957,-3.5947,-3.1457,1
-6.7387,6.9879,0.67833,-7.5887,1
-2.7723,3.2777,-0.9351,-3.1457,1
-1.6641,-1.3678,1.997,0.52283,1
-3.793,-12.7095,12.7957,-2.825,1
-1.9551,-6.9756,5.5383,-0.12889,1
0.025013,3.3998,-4.4327,-4.2655,1
-0.71494,-4.4448,2.2241,0.49826,1
0.6005,0.99945,-2.2126,0.097399,1
0.61652,3.8944,-4.7275,-4.3948,1
-1.7479,-5.823,5.8699,1.212,1
1.3451,0.23589,-1.8785,1.3258,1
-1.5851,-2.1562,1.7082,0.9017,1
1.3183,1.9017,-3.3111,0.065071,1
1.4896,3.4288,-4.0309,-1.4259,1
0.11592,3.2219,-3.4302,-2.8457,1
-6.1632,8.7096,-0.21621,-3.6345,1
-4.0786,2.9239,0.87026,-0.65389,1
-2.5899,-0.3911,0.93452,0.42972,1
0.066129,2.4914,-2.9401,-0.62156,1
-0.24745,1.9368,-2.4697,-0.80518,1
-1.5732,1.0636,-0.71232,-0.8388,1
-2.1668,1.5933,0.045122,-1.678,1
-2.8391,-6.63,10.4849,-0.42113,1
-2.41,3.7433,-0.40215,-1.2953,1
0.40614,1.3492,-1.4501,-0.55949,1
-1.3887,-4.8773,6.4774,0.34179,1
-3.5637,-8.3827,12.393,-1.2823,1
-2.5419,-0.65804,2.6842,1.1952,1
